Sample,CD14,CD163,CD20,CD3,CD4,CD45,CD56,CD68,CD8,FOXP3,PCK26,S100B,SOX10,Count,MarkerSig
mel_2,0,0,0,1,0,1,1,0,1,1,0,0,0,1,"CD3,CD45,CD56,CD8,FOXP3"
mel_2,0,0,0,1,1,0,0,0,0,1,0,0,1,1,"CD3,CD4,FOXP3,SOX10"
mel_2,0,0,0,1,1,0,0,0,0,1,0,1,1,1,"CD3,CD4,FOXP3,S100B,SOX10"
mel_2,0,0,0,1,1,0,0,NA,0,0,0,1,1,1,"CD3,CD4,NA,S100B,SOX10"
mel_2,0,0,0,1,1,0,1,0,0,1,0,1,0,1,"CD3,CD4,CD56,FOXP3,S100B"
mel_2,0,0,0,1,1,0,1,0,1,0,0,0,0,1,"CD3,CD4,CD56,CD8"
mel_2,0,0,0,1,1,0,1,1,0,0,0,0,0,1,"CD3,CD4,CD56,CD68"
mel_2,0,0,0,1,1,0,1,NA,0,0,0,1,0,1,"CD3,CD4,CD56,NA,S100B"
mel_2,0,0,0,1,1,1,0,0,0,0,1,0,0,1,"CD3,CD4,CD45,PCK26"
mel_2,0,0,0,1,1,1,0,0,0,1,0,0,1,1,"CD3,CD4,CD45,FOXP3,SOX10"
mel_2,0,0,0,1,1,1,0,0,0,1,1,0,0,1,"CD3,CD4,CD45,FOXP3,PCK26"
mel_2,0,0,0,1,1,1,0,0,1,0,0,0,1,1,"CD3,CD4,CD45,CD8,SOX10"
mel_2,0,0,0,1,1,1,0,0,1,0,0,1,1,1,"CD3,CD4,CD45,CD8,S100B,SOX10"
mel_2,0,0,0,1,1,1,0,1,0,0,0,1,0,1,"CD3,CD4,CD45,CD68,S100B"
mel_2,0,0,0,1,1,1,1,0,1,1,0,0,0,1,"CD3,CD4,CD45,CD56,CD8,FOXP3"
mel_2,0,0,0,1,1,1,1,1,0,0,0,0,0,1,"CD3,CD4,CD45,CD56,CD68"
mel_2,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"CD3,CD4,CD45,CD56,CD68,CD8"
mel_2,0,0,0,1,1,1,1,NA,0,1,0,0,1,1,"CD3,CD4,CD45,CD56,NA,FOXP3,SOX10"
mel_2,0,0,0,1,1,1,1,NA,0,1,0,1,0,1,"CD3,CD4,CD45,CD56,NA,FOXP3,S100B"
mel_2,0,0,0,1,1,1,1,NA,1,0,0,0,1,1,"CD3,CD4,CD45,CD56,NA,CD8,SOX10"
mel_2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,"CD20,S100B,SOX10"
mel_2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"CD20,CD68"
mel_2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,"CD20,CD68,FOXP3"
mel_2,0,0,1,0,0,0,1,NA,0,0,0,0,0,1,"CD20,CD56,NA"
mel_2,0,0,1,0,0,0,1,NA,0,0,0,1,1,1,"CD20,CD56,NA,S100B,SOX10"
mel_2,0,0,1,0,0,1,0,0,1,0,0,1,0,1,"CD20,CD45,CD8,S100B"
mel_2,0,0,1,0,0,1,0,NA,0,0,0,0,1,1,"CD20,CD45,NA,SOX10"
mel_2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,"CD20,CD45,CD56"
mel_2,0,0,1,0,0,1,1,NA,0,0,0,0,0,1,"CD20,CD45,CD56,NA"
mel_2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,"CD20,CD4,FOXP3"
mel_2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,"CD20,CD4,CD68"
mel_2,0,0,1,0,1,0,0,NA,0,0,0,0,0,1,"CD20,CD4,NA"
mel_2,0,0,1,0,1,0,1,0,0,0,0,0,0,1,"CD20,CD4,CD56"
mel_2,0,0,1,0,1,0,1,NA,0,0,0,0,0,1,"CD20,CD4,CD56,NA"
mel_2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,"CD20,CD3,SOX10"
mel_2,0,0,1,1,0,0,1,0,1,0,0,0,0,1,"CD20,CD3,CD56,CD8"
mel_2,0,0,1,1,0,1,0,0,0,1,0,1,0,1,"CD20,CD3,CD45,FOXP3,S100B"
mel_2,0,0,1,1,0,1,0,0,1,0,0,1,0,1,"CD20,CD3,CD45,CD8,S100B"
mel_2,0,0,1,1,0,1,0,0,1,1,0,0,0,1,"CD20,CD3,CD45,CD8,FOXP3"
mel_2,0,0,1,1,0,1,0,1,1,0,0,0,0,1,"CD20,CD3,CD45,CD68,CD8"
mel_2,0,0,1,1,0,1,0,NA,0,0,0,1,1,1,"CD20,CD3,CD45,NA,S100B,SOX10"
mel_2,0,0,1,1,0,1,1,0,0,0,0,0,0,1,"CD20,CD3,CD45,CD56"
mel_2,0,0,1,1,0,1,1,0,1,0,0,0,0,1,"CD20,CD3,CD45,CD56,CD8"
mel_2,0,0,1,1,1,1,0,0,0,0,0,1,0,1,"CD20,CD3,CD4,CD45,S100B"
mel_2,0,0,1,1,1,1,0,NA,0,1,0,0,0,1,"CD20,CD3,CD4,CD45,NA,FOXP3"
mel_2,0,0,1,1,1,1,0,NA,1,1,0,0,0,1,"CD20,CD3,CD4,CD45,NA,CD8,FOXP3"
mel_2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,"CD20,CD3,CD4,CD45,CD56"
mel_2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,"CD163,CD68,S100B"
mel_2,0,1,0,0,0,0,0,1,1,1,0,0,0,1,"CD163,CD68,CD8,FOXP3"
mel_2,0,1,0,0,0,0,0,NA,0,1,0,0,0,1,"CD163,NA,FOXP3"
mel_2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,"CD163,CD56,FOXP3"
mel_2,0,1,0,0,0,0,1,NA,0,0,0,0,1,1,"CD163,CD56,NA,SOX10"
mel_2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"CD163,CD45,SOX10"
mel_2,0,1,0,0,0,1,0,0,1,1,0,0,0,1,"CD163,CD45,CD8,FOXP3"
mel_2,0,1,0,0,0,1,0,NA,0,0,0,0,1,1,"CD163,CD45,NA,SOX10"
mel_2,0,1,0,0,0,1,0,NA,0,0,0,1,0,1,"CD163,CD45,NA,S100B"
mel_2,0,1,0,0,0,1,1,0,1,0,0,0,0,1,"CD163,CD45,CD56,CD8"
mel_2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,"CD163,CD4,CD8"
mel_2,0,1,0,0,1,0,0,NA,0,1,0,0,0,1,"CD163,CD4,NA,FOXP3"
mel_2,0,1,0,0,1,1,0,0,0,0,0,1,0,1,"CD163,CD4,CD45,S100B"
mel_2,0,1,0,1,0,0,0,0,0,1,0,1,0,1,"CD163,CD3,FOXP3,S100B"
mel_2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,"CD163,CD3,CD8,S100B"
mel_2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,"CD163,CD3,CD8,FOXP3"
mel_2,0,1,0,1,0,0,0,1,1,0,0,0,0,1,"CD163,CD3,CD68,CD8"
mel_2,0,1,0,1,0,0,0,NA,1,0,0,0,1,1,"CD163,CD3,NA,CD8,SOX10"
mel_2,0,1,0,1,0,1,0,0,0,0,0,1,1,1,"CD163,CD3,CD45,S100B,SOX10"
mel_2,0,1,0,1,0,1,0,1,0,1,0,0,0,1,"CD163,CD3,CD45,CD68,FOXP3"
mel_2,0,1,0,1,0,1,1,0,0,0,0,1,0,1,"CD163,CD3,CD45,CD56,S100B"
mel_2,0,1,0,1,0,1,1,0,0,1,0,0,0,1,"CD163,CD3,CD45,CD56,FOXP3"
mel_2,0,1,0,1,0,1,1,1,0,0,0,0,0,1,"CD163,CD3,CD45,CD56,CD68"
mel_2,0,1,0,1,0,1,1,NA,0,0,0,0,0,1,"CD163,CD3,CD45,CD56,NA"
mel_2,0,1,0,1,1,0,0,0,0,1,0,0,1,1,"CD163,CD3,CD4,FOXP3,SOX10"
mel_2,0,1,0,1,1,0,0,0,0,1,0,1,0,1,"CD163,CD3,CD4,FOXP3,S100B"
mel_2,0,1,0,1,1,0,0,0,1,1,0,0,0,1,"CD163,CD3,CD4,CD8,FOXP3"
mel_2,0,1,0,1,1,0,1,0,0,1,0,0,0,1,"CD163,CD3,CD4,CD56,FOXP3"
mel_2,0,1,0,1,1,0,1,NA,0,1,0,1,0,1,"CD163,CD3,CD4,CD56,NA,FOXP3,S100B"
mel_2,0,1,0,1,1,1,0,1,0,1,0,0,0,1,"CD163,CD3,CD4,CD45,CD68,FOXP3"
mel_2,0,1,0,1,1,1,0,1,1,1,0,0,0,1,"CD163,CD3,CD4,CD45,CD68,CD8,FOXP3"
mel_2,0,1,0,1,1,1,0,NA,1,1,0,0,0,1,"CD163,CD3,CD4,CD45,NA,CD8,FOXP3"
mel_2,0,1,0,1,1,1,1,0,0,0,0,1,0,1,"CD163,CD3,CD4,CD45,CD56,S100B"
mel_2,0,1,0,1,1,1,1,0,1,0,0,1,0,1,"CD163,CD3,CD4,CD45,CD56,CD8,S100B"
mel_2,0,1,0,1,1,1,1,NA,0,1,0,0,0,1,"CD163,CD3,CD4,CD45,CD56,NA,FOXP3"
mel_2,0,1,1,0,0,0,0,NA,0,0,0,0,0,1,"CD163,CD20,NA"
mel_2,0,1,1,0,0,1,0,0,0,0,0,1,0,1,"CD163,CD20,CD45,S100B"
mel_2,0,1,1,0,0,1,0,NA,0,0,0,0,0,1,"CD163,CD20,CD45,NA"
mel_2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,"CD163,CD20,CD3"
mel_2,0,1,1,1,0,1,0,0,0,1,0,0,0,1,"CD163,CD20,CD3,CD45,FOXP3"
mel_2,0,1,1,1,0,1,0,NA,0,0,0,0,0,1,"CD163,CD20,CD3,CD45,NA"
mel_2,0,1,1,1,0,1,1,0,0,0,0,0,0,1,"CD163,CD20,CD3,CD45,CD56"
mel_2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,"CD163,CD20,CD3,CD4,CD45,CD68"
mel_2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,"CD14,CD68,S100B"
mel_2,1,0,0,0,0,0,0,1,0,0,0,1,1,1,"CD14,CD68,S100B,SOX10"
mel_2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,"CD14,CD68,CD8"
mel_2,1,0,0,0,0,0,0,NA,1,0,0,1,1,1,"CD14,NA,CD8,S100B,SOX10"
mel_2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"CD14,CD56,SOX10"
mel_2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,"CD14,CD56,FOXP3"
mel_2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,"CD14,CD56,CD8"
mel_2,1,0,0,0,0,0,1,0,1,0,0,1,0,1,"CD14,CD56,CD8,S100B"
mel_2,1,0,0,0,0,0,1,1,0,0,0,1,0,1,"CD14,CD56,CD68,S100B"
mel_2,1,0,0,0,0,1,0,1,0,0,0,1,1,1,"CD14,CD45,CD68,S100B,SOX10"
mel_2,1,0,0,0,0,1,0,NA,1,0,0,0,1,1,"CD14,CD45,NA,CD8,SOX10"
mel_2,1,0,0,0,0,1,0,NA,1,0,0,1,0,1,"CD14,CD45,NA,CD8,S100B"
mel_2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,"CD14,CD45,CD56,SOX10"
mel_2,1,0,0,0,0,1,1,0,0,0,0,1,1,1,"CD14,CD45,CD56,S100B,SOX10"
mel_2,1,0,0,0,0,1,1,1,0,0,0,0,1,1,"CD14,CD45,CD56,CD68,SOX10"
mel_2,1,0,0,0,0,1,1,NA,0,0,0,1,1,1,"CD14,CD45,CD56,NA,S100B,SOX10"
mel_2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,"CD14,CD4,S100B"
mel_2,1,0,0,0,1,0,0,NA,0,0,0,1,0,1,"CD14,CD4,NA,S100B"
mel_2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,"CD14,CD4,CD56"
mel_2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,"CD14,CD4,CD56,S100B"
mel_2,1,0,0,0,1,0,1,1,0,0,0,0,0,1,"CD14,CD4,CD56,CD68"
mel_2,1,0,0,0,1,0,1,NA,0,0,0,0,0,1,"CD14,CD4,CD56,NA"
mel_2,1,0,0,0,1,0,1,NA,0,0,0,1,1,1,"CD14,CD4,CD56,NA,S100B,SOX10"
mel_2,1,0,0,0,1,1,0,NA,0,0,0,0,1,1,"CD14,CD4,CD45,NA,SOX10"
mel_2,1,0,0,0,1,1,0,NA,0,0,0,1,1,1,"CD14,CD4,CD45,NA,S100B,SOX10"
mel_2,1,0,0,0,1,1,1,NA,1,0,0,1,0,1,"CD14,CD4,CD45,CD56,NA,CD8,S100B"
mel_2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,"CD14,CD3,SOX10"
mel_2,1,0,0,1,0,0,0,0,1,0,0,1,1,1,"CD14,CD3,CD8,S100B,SOX10"
mel_2,1,0,0,1,0,0,0,1,1,0,0,0,0,1,"CD14,CD3,CD68,CD8"
mel_2,1,0,0,1,0,0,0,NA,0,0,0,1,1,1,"CD14,CD3,NA,S100B,SOX10"
mel_2,1,0,0,1,0,0,0,NA,0,1,0,0,0,1,"CD14,CD3,NA,FOXP3"
mel_2,1,0,0,1,0,0,1,0,1,0,0,0,0,1,"CD14,CD3,CD56,CD8"
mel_2,1,0,0,1,0,0,1,NA,0,0,0,0,0,1,"CD14,CD3,CD56,NA"
mel_2,1,0,0,1,0,0,1,NA,0,0,0,1,0,1,"CD14,CD3,CD56,NA,S100B"
mel_2,1,0,0,1,0,1,0,0,0,0,0,1,1,1,"CD14,CD3,CD45,S100B,SOX10"
mel_2,1,0,0,1,0,1,0,0,1,0,0,0,1,1,"CD14,CD3,CD45,CD8,SOX10"
mel_2,1,0,0,1,0,1,0,1,1,0,0,1,0,1,"CD14,CD3,CD45,CD68,CD8,S100B"
mel_2,1,0,0,1,0,1,0,1,1,1,0,0,0,1,"CD14,CD3,CD45,CD68,CD8,FOXP3"
mel_2,1,0,0,1,0,1,1,1,1,0,0,1,0,1,"CD14,CD3,CD45,CD56,CD68,CD8,S100B"
mel_2,1,0,0,1,0,1,1,NA,0,0,0,0,1,1,"CD14,CD3,CD45,CD56,NA,SOX10"
mel_2,1,0,0,1,0,1,1,NA,0,0,0,1,1,1,"CD14,CD3,CD45,CD56,NA,S100B,SOX10"
mel_2,1,0,0,1,0,1,1,NA,1,0,0,1,0,1,"CD14,CD3,CD45,CD56,NA,CD8,S100B"
mel_2,1,0,0,1,1,0,0,NA,1,1,0,0,0,1,"CD14,CD3,CD4,NA,CD8,FOXP3"
mel_2,1,0,0,1,1,0,1,0,0,0,0,0,0,1,"CD14,CD3,CD4,CD56"
mel_2,1,0,0,1,1,0,1,NA,0,1,0,0,0,1,"CD14,CD3,CD4,CD56,NA,FOXP3"
mel_2,1,0,0,1,1,0,1,NA,1,0,0,0,0,1,"CD14,CD3,CD4,CD56,NA,CD8"
mel_2,1,0,0,1,1,1,0,0,0,0,1,0,0,1,"CD14,CD3,CD4,CD45,PCK26"
mel_2,1,0,0,1,1,1,0,1,0,1,0,0,0,1,"CD14,CD3,CD4,CD45,CD68,FOXP3"
mel_2,1,0,0,1,1,1,1,0,0,1,0,0,0,1,"CD14,CD3,CD4,CD45,CD56,FOXP3"
mel_2,1,0,0,1,1,1,1,0,1,0,0,0,0,1,"CD14,CD3,CD4,CD45,CD56,CD8"
mel_2,1,0,0,1,1,1,1,NA,0,1,0,0,0,1,"CD14,CD3,CD4,CD45,CD56,NA,FOXP3"
mel_2,1,0,1,0,0,1,0,NA,0,0,0,0,0,1,"CD14,CD20,CD45,NA"
mel_2,1,0,1,0,0,1,1,0,0,0,0,0,0,1,"CD14,CD20,CD45,CD56"
mel_2,1,0,1,0,0,1,1,NA,0,0,0,0,0,1,"CD14,CD20,CD45,CD56,NA"
mel_2,1,0,1,0,1,1,1,NA,0,0,0,0,0,1,"CD14,CD20,CD4,CD45,CD56,NA"
mel_2,1,0,1,0,1,1,1,NA,0,0,0,1,0,1,"CD14,CD20,CD4,CD45,CD56,NA,S100B"
mel_2,1,0,1,0,1,1,1,NA,1,0,0,0,0,1,"CD14,CD20,CD4,CD45,CD56,NA,CD8"
mel_2,1,0,1,1,0,1,0,1,0,0,0,0,0,1,"CD14,CD20,CD3,CD45,CD68"
mel_2,1,0,1,1,0,1,0,NA,0,0,0,0,0,1,"CD14,CD20,CD3,CD45,NA"
mel_2,1,0,1,1,1,1,0,NA,0,1,0,0,0,1,"CD14,CD20,CD3,CD4,CD45,NA,FOXP3"
mel_2,1,0,1,1,1,1,1,NA,0,0,0,0,0,1,"CD14,CD20,CD3,CD4,CD45,CD56,NA"
mel_2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,"CD14,CD163,SOX10"
mel_2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,"CD14,CD163,CD8,S100B"
mel_2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,"CD14,CD163,CD68,CD8"
mel_2,1,1,0,0,0,0,1,0,0,1,0,0,0,1,"CD14,CD163,CD56,FOXP3"
mel_2,1,1,0,0,0,0,1,NA,0,0,0,1,0,1,"CD14,CD163,CD56,NA,S100B"
mel_2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,"CD14,CD163,CD45,SOX10"
mel_2,1,1,0,0,0,1,0,0,0,0,0,1,1,1,"CD14,CD163,CD45,S100B,SOX10"
mel_2,1,1,0,0,0,1,0,0,1,1,0,0,0,1,"CD14,CD163,CD45,CD8,FOXP3"
mel_2,1,1,0,0,0,1,0,1,1,0,0,0,0,1,"CD14,CD163,CD45,CD68,CD8"
mel_2,1,1,0,0,0,1,0,NA,0,0,0,1,0,1,"CD14,CD163,CD45,NA,S100B"
mel_2,1,1,0,0,0,1,0,NA,0,0,0,1,1,1,"CD14,CD163,CD45,NA,S100B,SOX10"
mel_2,1,1,0,0,0,1,0,NA,1,0,0,1,0,1,"CD14,CD163,CD45,NA,CD8,S100B"
mel_2,1,1,0,0,0,1,1,0,1,0,0,0,0,1,"CD14,CD163,CD45,CD56,CD8"
mel_2,1,1,0,0,0,1,1,0,1,0,0,1,0,1,"CD14,CD163,CD45,CD56,CD8,S100B"
mel_2,1,1,0,0,1,0,0,1,0,0,0,1,0,1,"CD14,CD163,CD4,CD68,S100B"
mel_2,1,1,0,0,1,0,0,NA,0,0,0,1,1,1,"CD14,CD163,CD4,NA,S100B,SOX10"
mel_2,1,1,0,0,1,0,0,NA,0,1,0,0,0,1,"CD14,CD163,CD4,NA,FOXP3"
mel_2,1,1,0,0,1,0,1,NA,0,0,0,0,0,1,"CD14,CD163,CD4,CD56,NA"
mel_2,1,1,0,0,1,0,1,NA,0,0,0,1,0,1,"CD14,CD163,CD4,CD56,NA,S100B"
mel_2,1,1,0,0,1,1,0,0,0,0,0,0,1,1,"CD14,CD163,CD4,CD45,SOX10"
mel_2,1,1,0,0,1,1,0,NA,0,0,0,0,1,1,"CD14,CD163,CD4,CD45,NA,SOX10"
mel_2,1,1,0,0,1,1,1,NA,0,0,0,1,0,1,"CD14,CD163,CD4,CD45,CD56,NA,S100B"
mel_2,1,1,0,0,1,1,1,NA,1,0,0,0,0,1,"CD14,CD163,CD4,CD45,CD56,NA,CD8"
mel_2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,"CD14,CD163,CD3,CD8,S100B"
mel_2,1,1,0,1,0,0,1,0,1,0,0,0,0,1,"CD14,CD163,CD3,CD56,CD8"
mel_2,1,1,0,1,0,0,1,1,0,0,0,0,0,1,"CD14,CD163,CD3,CD56,CD68"
mel_2,1,1,0,1,0,0,1,NA,0,0,0,0,0,1,"CD14,CD163,CD3,CD56,NA"
mel_2,1,1,0,1,0,1,0,0,1,1,0,1,0,1,"CD14,CD163,CD3,CD45,CD8,FOXP3,S100B"
mel_2,1,1,0,1,0,1,1,0,0,0,0,1,0,1,"CD14,CD163,CD3,CD45,CD56,S100B"
mel_2,1,1,0,1,0,1,1,0,1,0,0,1,0,1,"CD14,CD163,CD3,CD45,CD56,CD8,S100B"
mel_2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,"CD14,CD163,CD3,CD45,CD56,CD68"
mel_2,1,1,0,1,0,1,1,1,1,0,0,0,0,1,"CD14,CD163,CD3,CD45,CD56,CD68,CD8"
mel_2,1,1,0,1,1,0,0,0,0,0,0,0,1,1,"CD14,CD163,CD3,CD4,SOX10"
mel_2,1,1,0,1,1,0,0,0,1,0,0,0,0,1,"CD14,CD163,CD3,CD4,CD8"
mel_2,1,1,0,1,1,0,0,NA,0,1,0,0,0,1,"CD14,CD163,CD3,CD4,NA,FOXP3"
mel_2,1,1,0,1,1,0,0,NA,1,0,0,0,0,1,"CD14,CD163,CD3,CD4,NA,CD8"
mel_2,1,1,0,1,1,0,1,0,0,0,0,0,0,1,"CD14,CD163,CD3,CD4,CD56"
mel_2,1,1,0,1,1,1,0,1,0,0,0,1,0,1,"CD14,CD163,CD3,CD4,CD45,CD68,S100B"
mel_2,1,1,0,1,1,1,1,0,1,0,0,1,0,1,"CD14,CD163,CD3,CD4,CD45,CD56,CD8,S100B"
mel_2,1,1,0,1,1,1,1,1,0,0,0,0,0,1,"CD14,CD163,CD3,CD4,CD45,CD56,CD68"
mel_2,1,1,0,1,1,1,1,NA,0,0,0,0,0,1,"CD14,CD163,CD3,CD4,CD45,CD56,NA"
mel_2,1,1,1,0,0,0,0,NA,0,0,0,0,0,1,"CD14,CD163,CD20,NA"
mel_2,1,1,1,0,0,1,0,0,1,0,0,0,0,1,"CD14,CD163,CD20,CD45,CD8"
mel_2,1,1,1,0,0,1,0,NA,0,0,0,0,0,1,"CD14,CD163,CD20,CD45,NA"
mel_2,1,1,1,1,1,1,0,NA,0,0,0,0,0,1,"CD14,CD163,CD20,CD3,CD4,CD45,NA"
mel_2,1,1,1,1,1,1,0,NA,1,0,0,0,0,1,"CD14,CD163,CD20,CD3,CD4,CD45,NA,CD8"
